room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_VIEW_MOUNTAIN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_SURVEILLANCE,SYSTEM_SNOWFLAKE,SYSTEM_FIREPIT,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_WASHER,SYSTEM_VIEW_CITY,SYSTEM_TV,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_DRYER,SYSTEM_ELEVATOR,SYSTEM_BOAT_SAIL,SYSTEM_BREAKFAST,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BATHTUB,SYSTEM_FIREPLACE,SYSTEM_MAPS_RESORT,SYSTEM_SMOKING_ALLOWED,SYSTEM_CALENDAR,SYSTEM_GYM,SYSTEM_GOLF,SYSTEM_EV_CHARGER,SYSTEM_BEACH,SYSTEM_PIANO
650378016608868141,https://www.airbnb.com.vn/rooms/650378016608868141,,Minh Phú,27,21.27504,105.7759,REGULAR,,Nhà Bên Rừng (U Lesa) - Villa Con Công Lớn,entire_home,,False,,/ đêm,5.900,₫5.900.000,16,,True,True,,True,True,,,False,False,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
794710142096667076,https://www.airbnb.com.vn/rooms/794710142096667076,,Phúc Yên,21,21.3461025,105.7185299,REGULAR,,Biệt thự tại Flamingo Đại Lải Resort,entire_home,,False,,/ đêm,4.012,₫4.012.403,1,,True,True,True,True,True,,,False,False,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
761104222548629483,https://www.airbnb.com.vn/rooms/761104222548629483,,Sơn Tây,26,21.15627,105.47311,REGULAR,,Homestay yên bình tại Đường Lâm Village Twin Room,private_room,,False,,/ đêm,730.353,₫730.353,2,,,True,,True,,,,False,False,,,,True,True,,,,,,,,,,True,,,,,,,,,,True,,,,,,
43845161,https://www.airbnb.com.vn/rooms/43845161,,Thị xã Phúc Yên,19,21.3372,105.71343,REGULAR,,Flamingo Đại Lải Resort - Villa E9 Hoàng Anh 2 BR,entire_home,,False,,/ đêm,5.194,₫5.194.330,6,,True,True,True,True,True,,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44170107,https://www.airbnb.com.vn/rooms/44170107,,Thành phố Vĩnh Yên,12,21.3021,105.60141,REGULAR,,KHÁCH SẠN LILY,private_room,,False,,/ đêm,308.118,₫308.118,16,,,True,,True,,,,False,False,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
767631986220616809,https://www.airbnb.com.vn/rooms/767631986220616809,,Duong Lam,5,21.1533196,105.471249,REGULAR,,Làng Đường Lâm - Twin,private_room,,False,,/ đêm,701.824,₫701.824,4,,,True,True,,,,,False,False,,,,True,,False,True,,,,,True,,,,,,,,,False,,,,,,,,,,
605329369707994501,https://www.airbnb.com.vn/rooms/605329369707994501,,Phúc Yên,30,21.336098,105.718437,REGULAR,,Villa Hoàng Quyên Flamingo Đại Lải 3 phòng ngủ,entire_home,,False,,/ đêm,3.296,₫3.296.176,10,,True,True,,True,True,,,False,False,True,,,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,,
46880611,https://www.airbnb.com.vn/rooms/46880611,,Sóc Sơn,29,21.26279,105.74464,REGULAR,,"Vila Seren Minh Tri chốn thư giãn, tiện nghi 5*",entire_home,,False,,/ đêm,,,6,,True,True,True,True,True,True,True,False,False,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
853807139466612419,https://www.airbnb.com.vn/rooms/853807139466612419,,tt. Tam Đảo,6,21.45397,105.63523,REGULAR,,Bungalow 8- nhà gỗ,private_room,,False,,/ đêm,1.197,₫1.197.178,2,,True,True,True,True,True,,,False,False,,,True,,,False,True,,True,,True,,,,,,,,,,,,,,,,,,,,
680883617292312375,https://www.airbnb.com.vn/rooms/680883617292312375,,Phúc Yên,26,21.32405,105.72293,REGULAR,,Mayflower Villa View Hồ 3PN - Flamingo Đại Lải,entire_home,,False,,/ đêm,5.135,₫5.135.297,10,,True,True,,True,True,,,False,,,,True,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
605317647428570120,https://www.airbnb.com.vn/rooms/605317647428570120,,Phúc Yên,30,21.34120030689341,105.71602232630286,REGULAR,,Mayfair B101 Flamingo Đại Lải -Villa 5 phòng ngủ,entire_home,,False,,/ đêm,6.707,₫6.707.154,14,,True,True,,True,True,,,False,False,,True,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
49392283,https://www.airbnb.com.vn/rooms/49392283,,Minh Phú,30,21.29491,105.78563,REGULAR,,Sóc Sơn De'Viilla/5BRs/Hồ bơi chung,entire_home,,False,,/ đêm,8.134,₫8.134.962,12,,True,True,True,True,True,,,False,False,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
29179873,https://www.airbnb.com.vn/rooms/29179873,,Minh Phú,25,21.29398,105.78459,REGULAR,,Nhà Bên Rừng (U Lesa) - Thùng Sắt 1,entire_home,,False,,/ đêm,1.438,₫1.438.800,2,,,True,,True,,,,False,False,True,,,True,,,,,,,,,,True,True,True,,,,,,True,,,,,,,,,
802793724050432109,https://www.airbnb.com.vn/rooms/802793724050432109,,Hanoi,27,21.21569,105.78227,REGULAR,,Phòng Riêng tại Sân bay Nội Bài - Hà Nội,private_room,,False,,/ đêm,853.600,₫853.600,16,,,,,,,,,False,False,True,,True,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
862447126973124071,https://www.airbnb.com.vn/rooms/862447126973124071,,Phúc Yên,11,21.32361,105.72506,REGULAR,,Wooden House Dai Lai VIP3,private_room,,False,,/ đêm,,,2,,True,True,True,True,True,,,False,False,,True,True,,,False,True,,,,,,,,,,,,,,False,,,,,,,,,,
675829358834386259,https://www.airbnb.com.vn/rooms/675829358834386259,,Phúc Yên,30,21.3477713,105.7528132,REGULAR,,"Princess Villa 3 Phòng ngủ 
Flamingo Đại Lải",entire_home,,False,,/ đêm,5.112,₫5.112.473,14,,True,True,True,True,True,True,,False,,,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
28735225,https://www.airbnb.com.vn/rooms/28735225,,Ha Noi,30,21.21872,105.78298,REGULAR,,Khách sạn & Du lịch Làng Việt,private_room,,False,,/ đêm,802.991,₫802.991,16,,True,True,,True,,,True,,,,,,True,,,,,,True,,True,,,True,,,True,,True,,,,,,,,,,,
655704600342621121,https://www.airbnb.com.vn/rooms/655704600342621121,,Phúc Yên,30,21.34106,105.71857,REGULAR,,MJ Villa T142,entire_home,,False,,/ đêm,7.998,₫7.998.874,12,,True,True,True,True,True,,,,,True,True,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,
861229163865936671,https://www.airbnb.com.vn/rooms/861229163865936671,,Phúc Yên,5,21.330562628806554,105.70412539672851,REGULAR,,Trúc An Viên Village Ecolakeview,entire_home,,False,,/ đêm,,,2,,,True,,True,True,,,False,False,,True,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,
11733049,https://www.airbnb.com.vn/rooms/11733049,"4,8",Hai Bà Trưng,12,21.33806,105.71637,REGULAR,,Flamingo Top 1 khu rừng sang trọng 1 phòng ngủ,entire_home,5,False,,/ đêm,2.201,₫2.201.034,2,,,True,,True,,True,,False,,,,,True,,,,,,,,True,,,True,,True,,,,,,,,True,,,,,,
620661308465503944,https://www.airbnb.com.vn/rooms/620661308465503944,,Sơn Tây,15,21.15775,105.47058,REGULAR,,Nhà Nok homestay,private_room,,False,,/ đêm,1.141,₫1.141.177,2,,,True,True,True,,,True,False,False,,,True,,,False,False,,,True,,True,,,,,,,,,False,,,,,,,,,,
885065625188482964,https://www.airbnb.com.vn/rooms/885065625188482964,,Minh Phú,21,21.28114,105.79011,REGULAR,,Nhà Sàn Villatel,entire_home,,False,,/ đêm,,,16,,True,True,True,True,True,,,False,False,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
53987399,https://www.airbnb.com.vn/rooms/53987399,,Sóc Sơn,12,21.29143,105.78475,REGULAR,,Phú Lâm Homestay,entire_home,,False,,/ đêm,5.523,₫5.523.297,16,,True,True,,True,True,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858980779357281737,https://www.airbnb.com.vn/rooms/858980779357281737,,Sóc Sơn,5,21.28277,105.79055,REGULAR,,Sóc Sơn Villatel Villa 4 Phòng Ngủ,entire_home,,False,,/ đêm,,,12,,True,True,True,True,True,,,False,False,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
695304070435989543,https://www.airbnb.com.vn/rooms/695304070435989543,,Phúc Yên,27,21.358856740512458,105.54670840501785,REGULAR,,"Skylake Luxury - Flamingo Đại Lải Resort, Hà Nội",entire_home,,False,,/ đêm,7.988,₫7.988.239,16,,True,True,True,True,True,True,,False,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,
625021769863855321,https://www.airbnb.com.vn/rooms/625021769863855321,,Phúc Yên,17,21.34705,105.71967,REGULAR,,Biệt thự Kita 2 Flamingo Đại Lải resort lakeside,entire_home,,False,,/ đêm,4.336,₫4.336.473,9,,True,True,True,True,True,True,,,,,True,,,,,,,,True,,True,,,,,,True,,,,,,,,,,,,,
644772946236855400,https://www.airbnb.com.vn/rooms/644772946236855400,,Hanoi,12,21.31868,105.77608,REGULAR,,Nhà bungalow view hồ,private_room,,False,,/ đêm,1.027,₫1.027.059,2,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
27583941,https://www.airbnb.com.vn/rooms/27583941,,Thị xã Phúc Yên,10,21.33657,105.71914,REGULAR,,Villa Forest,private_room,1,False,,/ đêm,1.908,₫1.908.048,3,,True,True,,True,,True,,False,False,,,,,,False,True,5,True,,,True,,,,,True,True,,,,,,,,,,,,,
42033284,https://www.airbnb.com.vn/rooms/42033284,,Hà Nội,6,21.16007,105.46963,REGULAR,,Elephant’s House 03  - Đường Lâm Homestay,private_room,,False,,/ đêm,570.589,₫570.589,2,,True,True,,True,,,True,False,False,,,,True,,False,True,,,True,,,,,,,True,,,,False,,,,,,,,,,
42867443,https://www.airbnb.com.vn/rooms/42867443,,Sóc Sơn,30,21.28503,105.7909,REGULAR,,Twin Bungalow BT Homestay Sóc Sơn - Thung lũng Aloha,entire_home,,False,,/ đêm,2.059,₫2.059.766,10,,True,True,,True,True,True,True,False,False,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
812088702209430702,https://www.airbnb.com.vn/rooms/812088702209430702,,Phúc Yên,30,21.327049541834924,105.74182052585348,REGULAR,,Biệt thự Hoa Xương Rồng - Venus Resort by Flamingo,entire_home,,False,,/ đêm,5.257,₫5.257.885,12,True,True,True,True,True,,,,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750993387467984653,https://www.airbnb.com.vn/rooms/750993387467984653,,Minh Trí,9,21.2835966,105.7458671,REGULAR,,wecozy* Zenmy Garden *Fern House 1,private_room,,False,,/ đêm,2.030,₫2.030.000,3,,,True,True,True,,,,False,False,,,,,,True,True,,,,,,,,True,,,,,,False,,,,,,,,,,
632808903758753358,https://www.airbnb.com.vn/rooms/632808903758753358,,Thành phố Vĩnh Yên,7,21.32002,105.61692,REGULAR,,Ngôi nhà vui vẻ và thân thiện!,private_room,,False,,/ đêm,342.353,₫342.353,1,,True,True,True,True,,,,False,False,,,,True,,False,False,,,True,,,,,,,,,,,False,,,,True,,,,,,
699137788963480681,https://www.airbnb.com.vn/rooms/699137788963480681,,Phúc Yên,30,21.3250072,105.7366565,REGULAR,,Biệt thự đồi hướng hồ - Venus Resort by Flamingo,entire_home,,False,,/ đêm,4.116,₫4.116.708,12,,True,True,True,True,True,,True,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47552114,https://www.airbnb.com.vn/rooms/47552114,,tt. Tam Đảo,6,21.45745,105.64371,REPRESENTATIVE,,Phòng ba ban công Tam Đảo,private_room,,False,,/ đêm,621.000,₫621.000,3,,,True,,,,,True,False,False,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
795506051849173043,https://www.airbnb.com.vn/rooms/795506051849173043,,Phúc Yên,23,21.3282,105.74605,REGULAR,,[[sq]],entire_home,,False,,/ đêm,5.956,₫5.956.944,8,True,True,True,True,True,True,True,,False,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658334190253949100,https://www.airbnb.com.vn/rooms/658334190253949100,,Phúc Yên,7,21.3364,105.71892,REGULAR,,Biệt thự Flamingo Đại Lải view hồ dành cho 2 người,entire_home,,False,,/ đêm,2.054,₫2.054.119,3,,,True,True,True,True,True,,False,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
22454000,https://www.airbnb.com.vn/rooms/22454000,,Thị xã Phúc Yên,16,21.23035,105.70078,REGULAR,,Nơi yên bình - Liberty HV Hotel - Phòng 301,private_room,,False,,/ đêm,,,16,,,True,,True,,,,False,False,,,,True,,,,,,True,,True,,True,,,True,,,,,,True,,,,,,,,
688606019348346050,https://www.airbnb.com.vn/rooms/688606019348346050,,Phúc Yên,30,21.3353,105.7194,REGULAR,,Room 401 - Limdim house Flamingo Đại Lải resort,private_room,,False,,/ đêm,1.061,₫1.061.295,4,,True,True,True,True,,,,False,False,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
874159446923791804,https://www.airbnb.com.vn/rooms/874159446923791804,,Phúc Yên,24,21.32729611528861,105.74448456965027,REGULAR,,Lamaster HOME Villa - Venus Resort by Flamingo,private_room,,False,,/ đêm,,,3,True,True,True,True,,,,,False,False,True,True,True,,,False,True,,True,,,,,,,,,,,,,,,,,,,,,,
42639649,https://www.airbnb.com.vn/rooms/42639649,,Sóc Sơn,23,21.21931,105.78231,REGULAR,,Khách sạn Sân bay Hoàng gia - Tiện lợi & Thân thiện,private_room,,False,,/ đêm,749.420,₫749.420,16,,,True,,True,,,,,,,,,True,,,,,,,,True,,,True,,,,,True,,,,,,,,,,,
718685825177853779,https://www.airbnb.com.vn/rooms/718685825177853779,,Phúc Yên,30,21.35254,105.74799,REGULAR,,Collie Villa Venus Flamingo bể bơi đầy đủ thiết bị,entire_home,,False,,/ đêm,3.888,₫3.888.472,8,True,True,True,True,True,,,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772014307917631925,https://www.airbnb.com.vn/rooms/772014307917631925,,,17,21.3603,105.54786,REGULAR,,Tam Đảo Lakeview Villa & Resort,entire_home,,False,,/ đêm,8.444,₫8.444.710,16,,True,True,True,True,True,True,,False,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
851364094170124334,https://www.airbnb.com.vn/rooms/851364094170124334,,Phúc Yên,30,21.3535366,105.7468535,REGULAR,,Halo Me Villa - Flamingo Đại Lải,entire_home,,False,,/ đêm,8.558,₫8.558.828,8,,True,True,True,True,,True,,,,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,
38855704,https://www.airbnb.com.vn/rooms/38855704,"3,88",Hà Nội,25,21.21968,105.78094,REGULAR,,Khách sạn & Du lịch Làng Việt,private_room,8,False,,/ đêm,802.967,₫802.967,16,,True,True,True,True,,,True,False,,,,,True,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,
680607372515129254,https://www.airbnb.com.vn/rooms/680607372515129254,,,30,21.282400091151146,105.78346223171042,REGULAR,,Nắng Garden Villa Sóc Sơn,entire_home,,False,,/ đêm,4.597,₫4.597.810,16,,True,True,True,True,True,,True,False,False,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
854191679705344000,https://www.airbnb.com.vn/rooms/854191679705344000,,tt. Tam Đảo,5,21.454863309355158,105.63803622329013,REGULAR,,Bungalow 5 - nhà gỗ,private_room,,False,,/ đêm,1.740,₫1.740.947,4,,True,True,True,True,True,True,,False,False,,,True,,,False,True,,True,,,,,,,,,,,,,,,,,,,,,,
627265733349013180,https://www.airbnb.com.vn/rooms/627265733349013180,,Tam Đảo,29,21.45433,105.64186,REGULAR,,Catherine villa Tam Đảo,entire_home,,False,,/ đêm,6.847,₫6.847.062,12,True,True,True,,True,,True,,False,False,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,
50776863,https://www.airbnb.com.vn/rooms/50776863,,Thành phố Vĩnh Yên,6,21.31487,105.62211,REGULAR,,Căn hộ cao cấp trung tâm tp Vĩnh Yên,private_room,,False,,/ đêm,,,4,,True,True,True,True,,True,True,False,,,,,,,False,False,,True,,,True,,,,,,True,,,,,,,,,,,,,
29179532,https://www.airbnb.com.vn/rooms/29179532,,Minh Phú,25,21.29424,105.7844,REGULAR,,Nhà Bên Rừng (U Lesa): Nhà Hoa Giấy (tầng 1),entire_home,,False,,/ đêm,2.038,₫2.038.800,2,,,True,,True,,,,False,False,True,,,True,,,,,,,,,,True,True,True,,,,True,,,,,,,,,,,
42866109,https://www.airbnb.com.vn/rooms/42866109,,Sóc Sơn,30,21.28559,105.79055,REGULAR,,Twin Bungalow GT Homestay Sóc Sơn - Thung lũng Aloha,entire_home,,False,,/ đêm,2.379,₫2.379.295,10,,True,True,,True,True,,True,False,False,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
777855099799251271,https://www.airbnb.com.vn/rooms/777855099799251271,,Phúc Yên,9,21.3535366,105.7468535,REGULAR,,Cắm trại ven hồ,private_room,,False,,/ đêm,901.530,₫901.530,2,,,True,,True,,,,False,False,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
770992005667770145,https://www.airbnb.com.vn/rooms/770992005667770145,,Phúc Yên,24,21.32648,105.74477,REGULAR,,Sun Hillary Flamingo Đại Lải,entire_home,,False,,/ đêm,7.493,₫7.493.729,12,,True,True,True,True,True,True,,,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
47552254,https://www.airbnb.com.vn/rooms/47552254,,tt. Tam Đảo,4,21.45557,105.64288,REPRESENTATIVE,,Phòng Deluxe Quadruple tại Tam Đảo,private_room,,False,,/ đêm,724.500,₫724.500,4,,,True,,True,,,True,False,False,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
851877289146963035,https://www.airbnb.com.vn/rooms/851877289146963035,,Phúc Yên,6,21.3023824,105.7512549,REPRESENTATIVE,,Giường ngủ tập thể,shared_room,,False,,/ đêm,292.080,₫292.080,1,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
709032605501224322,https://www.airbnb.com.vn/rooms/709032605501224322,,Thành phố Vĩnh Yên,12,21.30673,105.59523,REGULAR,,2 phòng ngủ đáng yêu nhìn ra thành phố,entire_home,,False,,/ đêm,1.774,₫1.774.471,5,,True,True,,True,,,True,False,,True,True,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
731870181579549398,https://www.airbnb.com.vn/rooms/731870181579549398,,Vĩnh Tường,5,21.27735,105.48949,REGULAR,,Một phòng ngủ có ban công.,private_room,,False,,/ đêm,1.084,₫1.084.118,2,,,,,,True,,,False,False,,,True,,,False,True,,,,,,,,,,,,,,False,,,,,,,,,,
43321919,https://www.airbnb.com.vn/rooms/43321919,,Sơn Tây,13,21.15843,105.46838,REGULAR,,Chicken's House- Đường Lâm homestay,private_room,,False,,/ đêm,,,4,,True,True,,True,,,,False,False,,,,True,,False,True,,,True,,True,,,True,,,,,,False,,,,,,,,,,
44544568,https://www.airbnb.com.vn/rooms/44544568,,Thành phố Việt Trì,8,21.32298,105.40006,REGULAR,,Căn hộ đẹp tỉnh Phú Thọ,private_room,,False,,/ đêm,2.007,₫2.007.429,2,,,True,,,,,,False,False,,,,True,,False,True,,,,,True,,,True,,,,,,False,,,,,,,,,,
44467029,https://www.airbnb.com.vn/rooms/44467029,,Minh Trí,30,21.33262,105.78766,REGULAR,,Ngôi nhà nhỏ ấm cúng gần sân bay Noibai,entire_home,,False,,/ đêm,2.698,₫2.698.825,6,,True,True,,True,True,,True,False,False,,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
677760547716702389,https://www.airbnb.com.vn/rooms/677760547716702389,,Minh Phú,27,21.27508027321113,105.77670810574124,REGULAR,,Biệt thự Con Công,entire_home,,False,,/ đêm,6.869,₫6.869.886,10,,True,True,True,True,True,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45426349,https://www.airbnb.com.vn/rooms/45426349,,Ba Vì,30,21.162579,105.374847,REGULAR,,Khuyến mãi LỚN! Lakeside Pool Villa Hà N 'i. 4 phòng ngủ,entire_home,,False,,/ đêm,6.627,₫6.627.297,16,,True,True,,True,True,,,False,False,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
854183042983540946,https://www.airbnb.com.vn/rooms/854183042983540946,,tt. Tam Đảo,7,21.454812737231414,105.63789648249512,REGULAR,,Bungalow 3 4 7 (3 phòng)- nhà gỗ,private_room,,False,,/ đêm,3.479,₫3.479.532,6,,True,True,True,True,True,True,True,False,False,,,,,,False,True,,,,,,,,,,,,,,False,,,,,,,,,,
38338064,https://www.airbnb.com.vn/rooms/38338064,,Tam Đảo District,22,21.40927,105.62836,REGULAR,,BIỆT THỰ 6IXTH - TAM ĐẢO GOLF,entire_home,,False,,/ đêm,10.609,₫10.609.201,10,,True,True,,True,True,True,,False,False,,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,
38000957,https://www.airbnb.com.vn/rooms/38000957,"4,43",Sóc Sơn,25,21.21929,105.7821,REGULAR,,Khách sạn & Du lịch Làng Việt,private_room,14,False,,/ đêm,802.991,₫802.991,16,,True,True,,True,,,,False,,,,,True,,,,,,True,,True,,,,,True,True,,,,,True,,,,,,,,
574310386052676951,https://www.airbnb.com.vn/rooms/574310386052676951,,Phúc Yên,30,21.34018,105.7194,REGULAR,,Biệt thự Lakeview 2 phòng ngủ có hồ bơi (Đại Lải),entire_home,,False,,/ đêm,4.907,₫4.907.061,7,,True,True,,True,True,True,,False,,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
838680499937681299,https://www.airbnb.com.vn/rooms/838680499937681299,,Minh Phú,5,21.27324,105.7776,REGULAR,,Mimosa Garden - Sóc Sơn,entire_home,,False,,/ đêm,5.933,₫5.933.873,14,,True,True,True,True,True,True,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23794349,https://www.airbnb.com.vn/rooms/23794349,,Thị xã Phúc Yên,13,21.22972,105.70124,REGULAR,,"Phòng nghỉ hiện đại, tiện nghi tại thành phố Phúc Yên!",private_room,,False,,/ đêm,281.689,₫281.689,16,,,True,,True,,,,False,False,,,,True,,,,,,True,,True,,,True,,True,,,,,,,,True,,,,,,
29603484,https://www.airbnb.com.vn/rooms/29603484,,Tam Đảo,30,21.42843,105.58618,REGULAR,,Tam Đảo Golf Retreat,entire_home,,False,,/ đêm,4.100,₫4.100.982,6,,True,True,True,True,,,True,False,False,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
636643736033752354,https://www.airbnb.com.vn/rooms/636643736033752354,,Tam Dao,5,21.45697,105.6465,REGULAR,,"Khách sạn cao cấp, bể bơi vô cực bốn mùa",private_room,,False,,/ đêm,2.270,₫2.270.942,2,,True,True,,True,True,True,,False,,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
653915150425963796,https://www.airbnb.com.vn/rooms/653915150425963796,,Phúc Yên,30,21.34743,105.75237,REGULAR,,2 Bed Rooms Flamingo Đại Lải Resort,entire_home,,False,,/ đêm,4.969,₫4.969.767,12,,True,True,True,True,True,True,,False,,,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,
44524985,https://www.airbnb.com.vn/rooms/44524985,,Thành phố Vĩnh Yên,7,21.30487,105.59479,REGULAR,,Bedroom tinh Vinh Phuc,private_room,,False,,/ đêm,776.205,₫776.205,2,,,True,,,,,,False,False,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
53098574,https://www.airbnb.com.vn/rooms/53098574,,Minh Phú,14,21.29504,105.78489,REGULAR,,BIG LEE (Vườn LEE),private_room,,False,,/ đêm,4.907,₫4.907.061,10,,True,True,True,True,True,,,False,False,,,,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,
766392407928270388,https://www.airbnb.com.vn/rooms/766392407928270388,,Sơn Tây,8,21.1583741,105.4703387,REGULAR,,Làng Đường Lâm - phòng đôi,private_room,,False,,/ đêm,616.236,₫616.236,2,,True,True,,True,,,,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
29178529,https://www.airbnb.com.vn/rooms/29178529,,Minh Phú,19,21.29418,105.7839,REGULAR,,Nhà Bên Rừng (U Lesa) - Nhà Hoa Giấy (tầng 2),entire_home,,False,,/ đêm,2.038,₫2.038.800,2,,,True,,True,,,,False,False,True,,,True,,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,
10066595,https://www.airbnb.com.vn/rooms/10066595,"4,48",Phúc Yên,29,21.34047,105.71787,REGULAR,,Flamingo Dai Lai Resrot Vinh Phuc,entire_home,22,False,,/ đêm,1.391,₫1.391.841,3,,,True,,True,,True,,False,False,,,,True,,,,,,,,True,,,True,,,,,,,,,,True,,,,,,
677156066972909344,https://www.airbnb.com.vn/rooms/677156066972909344,,Phúc Yên,30,21.34685,105.75179,REGULAR,,Luxury Flamingo Đại Lải 3 Bedrooms,entire_home,,False,,/ đêm,6.618,₫6.618.831,10,,True,True,True,True,True,True,,False,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,
52956819,https://www.airbnb.com.vn/rooms/52956819,,Ba Vì,30,21.19719,105.4225,REGULAR,,M'e Villa -Bavi homestay 5BRs/Hồ bơi chung,entire_home,,False,,/ đêm,6.390,₫6.390.591,16,,True,True,,True,True,,True,False,False,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
44650977,https://www.airbnb.com.vn/rooms/44650977,,Tam Đảo,15,21.45306,105.64095,REGULAR,,NHÀ THÁNG 5,private_room,,False,,/ đêm,2.514,₫2.514.825,15,,True,True,True,True,True,,True,False,,,,,,,False,True,,True,,,True,,,,,,,,,,,,,,,,,True,,
844491101482213984,https://www.airbnb.com.vn/rooms/844491101482213984,,Sóc Sơn,13,21.28971,105.78499,REGULAR,,Superior Bungalow   1 - Amaya,entire_home,,False,,/ đêm,3.294,₫3.294.118,2,,,True,True,True,True,,True,,,True,,,True,,,,,,,,True,,True,,,,,,,,True,,,,,,,,,
677151969343294920,https://www.airbnb.com.vn/rooms/677151969343294920,,Phúc Yên,28,21.34674,105.71808,REGULAR,,Flamingo Villa 1 PN vô cùng lãng mạn,entire_home,,False,,/ đêm,2.624,₫2.624.713,3,,True,True,True,True,,True,,False,False,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
28624156,https://www.airbnb.com.vn/rooms/28624156,,,8,21.3278,105.58707,REGULAR,,Phòng cao cấp với WiFi và TV,entire_home,,False,,/ đêm,695.897,₫695.897,4,,True,True,,True,,,,False,False,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
