room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,isSuperHost,isVerified,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_CITY,SYSTEM_FLOWER,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_COOKING_BASICS,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_DRYER,rating,reviewCount,price,price_full,SYSTEM_VIEW_MOUNTAIN,SYSTEM_VIEW_OCEAN,SYSTEM_SNOWFLAKE,yearHosting,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_HAIRDRYER,SYSTEM_BREAKFAST,SYSTEM_FIREPLACE,SYSTEM_POOL,SYSTEM_FIREPIT,SYSTEM_ELEVATOR,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_SMOKING_ALLOWED,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_BATHTUB,SYSTEM_GYM,SYSTEM_CALENDAR,SYSTEM_REFRIGERATOR,SYSTEM_HIGH_CHAIR,SYSTEM_MAPS_RESORT,SYSTEM_SKI
834722270954745990,https://www.airbnb.com.vn/rooms/834722270954745990,Thành phố Hà Giang,12,22.8412179,104.9989573,REGULAR,,-20% Clean Tidy Room #City Center | FREE Parking,private_room,,,False,,/ đêm,2,,,,True,True,True,,,False,False,,True,True,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,
890090580630118450,https://www.airbnb.com.vn/rooms/890090580630118450,Thành phố Hà Giang,13,22.81572,104.98022,REGULAR,,Su's Villa Hà Giang- Phòng giường đôi với ban công,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
830389438113348766,https://www.airbnb.com.vn/rooms/830389438113348766,Thành phố Hà Giang,7,22.80179197962387,104.97935313731432,REGULAR,,"Chỗ nghỉ thoải mái, yên tĩnh",private_room,,,False,,/ đêm,4,,,,True,True,True,,True,False,,True,True,,,,,342.353,₫342.353,,,True,,,,,,,,,True,True,,,,,,,,,,
772111431215026607,https://www.airbnb.com.vn/rooms/772111431215026607,Bản Luốc,30,22.6804399,104.6762738,REGULAR,,Nername Lashboard Retreat 3- bao gồm bữa sáng,private_room,False,True,False,,/ đêm,2,True,,,True,,True,,True,False,False,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
29427425,https://www.airbnb.com.vn/rooms/29427425,Yên Minh,10,23.11826515197754,105.14154052734375,REGULAR,,"Ngôi nhà có tầm nhìn ra quang cảnh núi, cảnh thiên nhiên",private_room,,,False,,/ đêm,2,,,,True,,True,,,False,False,,True,True,True,"4,56",9,268.177,₫268.177,,,True,,,True,,,,,,,,True,,,,,,,,,
674230542801133851,https://www.airbnb.com.vn/rooms/674230542801133851,Quản Bạ,12,23.04367,105.01548,REGULAR,,Phòng Deluxe-Dbl Tầm nhìn ra thiên nhiên từ phòng tắm,private_room,,,False,,/ đêm,2,,,,True,,True,,True,False,False,,,,,,,1.129,₫1.129.765,,,,,,,,True,,,,,,,True,,,,,,,,
43806392,https://www.airbnb.com.vn/rooms/43806392,tt. Đồng Văn,12,23.27437,105.36422,REGULAR,,Phòng tiêu chuẩn - Homestay sang trọng,private_room,,,False,,/ đêm,2,,,,True,,True,,,False,False,,,,,,,399.412,₫399.412,,,,,,,,,,,,,,,,,,,,,,,
36363109,https://www.airbnb.com.vn/rooms/36363109,Hà Giang,26,22.80143,104.97815,REGULAR,,Phòng đôi không có phòng tắm - Ký túc xá Green Hill,private_room,False,True,False,,/ đêm,2,True,,True,True,,True,,,,,True,True,,,,,267.664,₫267.664,,,True,,,True,True,,,,,,,True,,,,,,,,,
771977081127042210,https://www.airbnb.com.vn/rooms/771977081127042210,Bản Luốc,30,22.679845948345402,104.67595193491822,REGULAR,,Phòng ngủ tập thể 1 - bao gồm bữa sáng,shared_room,,,False,,/ đêm,9,,,,True,,True,,True,False,False,True,,,,,,300.000,₫300.000,True,,,,,,,,,True,,,,,,,,,,,,,
679918065768890260,https://www.airbnb.com.vn/rooms/679918065768890260,Thành phố Hà Giang,22,22.80154,104.98249,REGULAR,,Khách sạn Hải Ninh,private_room,,,False,,/ đêm,4,,,,True,,True,True,True,False,False,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
818418900354447025,https://www.airbnb.com.vn/rooms/818418900354447025,Thành phố Hà Giang,30,22.661279929290636,105.05255598574877,REGULAR,,Quanba Taigoo - HomeStay,private_room,False,True,False,,/ đêm,16,,True,True,True,True,True,,True,False,False,True,,,,,,235.597,₫235.597,,,,,False,,,,,,,,,,,,,,,,,,
893048051562528788,https://www.airbnb.com.vn/rooms/893048051562528788,Thông Nguyên,8,22.59247892920874,104.71188613214903,REGULAR,,Móng Ngựa homestay,private_room,,,False,,/ đêm,15,,,,True,True,True,,True,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770731201978777947,https://www.airbnb.com.vn/rooms/770731201978777947,Na Hang,24,22.449211924557034,105.24285938590765,REGULAR,,Phòng Vip - Kéo Nàng Homestay,private_room,,,False,,/ đêm,1,,,,True,True,True,,True,False,False,,True,True,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,
39658703,https://www.airbnb.com.vn/rooms/39658703,Hà Giang,6,22.80372,104.97885,REGULAR,,Phòng đôi có hai giường,private_room,False,True,False,,/ đêm,3,True,,,True,True,True,,,False,False,True,True,True,True,,1,285.294,₫285.294,,,,3,,,,,,,,,,,,,,,,,,,
836821647740696251,https://www.airbnb.com.vn/rooms/836821647740696251,Du Già,17,22.9378304,105.2077798,REGULAR,,Du Già Vân Chung Homesstay,private_room,False,True,False,,/ đêm,12,,,,True,,True,True,,False,False,True,,True,,,,285.294,₫285.294,True,True,,,False,,,,,,,,,,,,,,,,,,
39654854,https://www.airbnb.com.vn/rooms/39654854,Hà Giang,13,22.81887,104.95754,REGULAR,,Phòng 3 giường,private_room,False,True,False,,/ đêm,9,,True,,True,True,True,,,,,True,True,,,,,,,True,,,,False,,,,,,,,,,True,True,,,,,,,
822103236185099849,https://www.airbnb.com.vn/rooms/822103236185099849,Thành phố Hà Giang,11,22.825754,104.9890729,REGULAR,,tour sinh thái - nhà ở & Hà Giang,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,True,,True,,,,627.647,₫627.647,,,True,,,,,,,True,,,,,,,,,,,,,
33697823,https://www.airbnb.com.vn/rooms/33697823,,30,22.82707,104.95265,REGULAR,,Welcome to Maison Teahouse Homestay!,private_room,False,False,False,,/ đêm,3,,,,True,,True,,,False,False,True,,True,True,"4,33",6,319.530,₫319.530,,,True,4,False,True,,,,,,,,,,,,,,,,,
870970708672067845,https://www.airbnb.com.vn/rooms/870970708672067845,Mèo Vạc,5,23.163857075911096,105.40842630805935,REGULAR,,nhà nghỉ thu nụ,private_room,,,False,,/ đêm,1,,,,True,True,True,True,,False,False,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,
45588888,https://www.airbnb.com.vn/rooms/45588888,Thành phố Hà Giang,9,22.77654,104.97164,REGULAR,,An amazing Ha Giang wings bungalow,private_room,False,True,False,,/ đêm,16,,,,True,,True,True,,False,False,,True,,,,,513.530,₫513.530,,,True,,False,,,True,True,,,,,,,,,,,,,,
36722385,https://www.airbnb.com.vn/rooms/36722385,Hà Giang,12,22.80209,104.97919,REGULAR,,Bungalow Double bed - Green Hill Hostel,private_room,,,False,,/ đêm,4,,,,True,,True,,,False,False,True,True,,,"5,0",5,513.530,₫513.530,,True,True,,,True,,,,,,,True,,,,,,,,,,
46574605,https://www.airbnb.com.vn/rooms/46574605,Yên Minh,30,22.93151,105.22264,REGULAR,,Du Già Homestay thân thiện,private_room,False,True,False,,/ đêm,16,True,,,True,True,True,True,,False,False,True,,,,"4,5",4,264.753,₫264.753,,True,,2,,,,,True,,,,,,,,,,,,,,
778225014373705366,https://www.airbnb.com.vn/rooms/778225014373705366,Thành phố Hà Giang,10,22.833722441853148,104.99172113835812,REGULAR,,Homestay có khoảng sân vườn và khu đỗ xe miễn phí,private_room,False,True,False,,/ đêm,16,,,,True,,True,,True,False,False,True,,True,,"4,25",4,570.589,₫570.589,,,True,8,False,,,,,True,,,,,,,,,,,,,
17127559,https://www.airbnb.com.vn/rooms/17127559,Khuôn Lùng,30,22.49828,104.52866,REGULAR,,Tho Homestay - Một trải nghiệm thực sự tại địa phương,shared_room,,,False,,/ đêm,7,,,True,True,,True,True,,False,False,True,True,True,,"4,83",6,267.664,₫267.664,,,,,,,,,,,,True,,,,,,,,,,,
855704027428167998,https://www.airbnb.com.vn/rooms/855704027428167998,Thành phố Hà Giang,30,22.79282,104.9855,REGULAR,,Stay With Locals & Do Kayaking,shared_room,,,False,,/ đêm,9,,,,True,True,True,,True,False,False,True,True,,,,,325.435,₫325.435,,True,,,,,,,True,,,,,,,,,,,,,,
771645398982164429,https://www.airbnb.com.vn/rooms/771645398982164429,Bản Luốc,30,22.68064657613325,104.67484261840582,REGULAR,,Nername Lashboard Retreat 4- bao gồm bữa sáng,private_room,False,True,False,,/ đêm,2,True,,True,True,,True,,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
40214773,https://www.airbnb.com.vn/rooms/40214773,Thành phố Hà Giang,14,22.77465,104.97018,REGULAR,,Ký túc xá Bungalow với 3 giường đôi tại RockGarden,shared_room,,,False,,/ đêm,6,,,True,True,,True,,,False,False,,,True,,,,267.664,₫267.664,,,True,,,,True,,True,,,,,True,,,,,,,,,
648163912145764368,https://www.airbnb.com.vn/rooms/648163912145764368,Lũng Cú,5,23.36442,105.31143,REGULAR,,Căn Bungalow nhà gỗ trên núi.,private_room,False,False,False,,/ đêm,2,True,,,True,True,True,,True,False,False,,,True,,,,684.706,₫684.706,,,,,,,,,,,,,,,True,,True,,,,,,
38647899,https://www.airbnb.com.vn/rooms/38647899,Đồng Văn District,30,23.3651,105.31144,REGULAR,,Đồng Văn*Lô Lô Chải *2Pax*Phòng riêng,private_room,False,True,False,,/ đêm,2,True,,,True,,True,,,False,False,,,,,"4,33",6,,,,,,4,,True,True,,,,,,,,,,,,,,,,
627050982956379509,https://www.airbnb.com.vn/rooms/627050982956379509,tt. Đồng Văn,9,23.28088,105.36393,REGULAR,,1 giường trong phòng ngủ tập thể 6 khách,shared_room,,,False,,/ đêm,1,,True,,True,True,True,True,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
17875294,https://www.airbnb.com.vn/rooms/17875294,,30,23.27348,105.37058,REGULAR,,H'Mong Homestay & Trekking Tour in Dong Van,private_room,False,True,False,,/ đêm,14,,True,True,True,,True,,,False,False,True,,True,,"4,76",59,401.495,₫401.495,,,,8,False,,,,,,,True,,,,,,,,,,,
27032539,https://www.airbnb.com.vn/rooms/27032539,,28,22.63308,104.70103,REGULAR,,"VN Farmstay Retreat tại Nam Sơn, gần Hà Giang",shared_room,,,False,,/ đêm,12,,,True,True,,True,,,False,False,True,True,True,,"4,94",17,268.177,₫268.177,,,,,,,,,,,,True,True,,,,,,,,,,
673760963603715238,https://www.airbnb.com.vn/rooms/673760963603715238,Bảo Yên,30,22.34374,104.4964,REGULAR,,Bungalow nhà nghỉ sinh thái Cinnamon 2,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,,,,,,,910.037,₫910.037,,,True,,,,,True,,,,,,,,,,,,,,,
538898748086117998,https://www.airbnb.com.vn/rooms/538898748086117998,Thành phố Hà Giang,14,22.819,104.95714,REPRESENTATIVE,,Hà Giang Ali Hostel Phòng Đơn 1 Giường 201,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,,True,True,True,,,300.000,₫300.000,,,True,,,,,,,,,,,,,,,,,,,,
43830759,https://www.airbnb.com.vn/rooms/43830759,tt. Đồng Văn,13,23.27546,105.36626,REGULAR,,Phòng đôi có cửa sổ -Plum Homestay,private_room,False,True,False,,/ đêm,2,True,,,True,,True,,,False,False,,,,,,,399.412,₫399.412,,,,,,,,,,,,,,,,,,,,,,,
888904723600069383,https://www.airbnb.com.vn/rooms/888904723600069383,Thành phố Hà Giang,11,22.816283064033556,104.98100336641073,REGULAR,,Su's Villa Hà Giang - 2 phòng giường đôi khép kín,private_room,,,False,,/ đêm,4,,,,True,True,True,,True,False,False,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
690807399753084984,https://www.airbnb.com.vn/rooms/690807399753084984,Thành phố Hà Giang,9,22.77631,104.96877,REGULAR,,Boutique bungalow với hồ bơi và tầm nhìn ra thiên nhiên 2,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,,True,,,,,570.589,₫570.589,,,True,,,,,,True,,,,,,,,,,,,,,
835469757007482034,https://www.airbnb.com.vn/rooms/835469757007482034,Thành phố Hà Giang,10,22.8412179,104.9989573,REGULAR,,-20% Large Family Room/2Beds #FREE Parking~Center,private_room,,,False,,/ đêm,3,,,,True,True,True,,,False,False,,True,True,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,
778225343298770246,https://www.airbnb.com.vn/rooms/778225343298770246,Thành phố Hà Giang,18,22.833846,104.9917298,REGULAR,,Homestay giải trí của Pao,private_room,False,True,False,,/ đêm,4,True,,,True,True,True,,True,False,False,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
771594217908354221,https://www.airbnb.com.vn/rooms/771594217908354221,Bản Luốc,30,22.680844342589133,104.67572305351496,REGULAR,,Phòng tập thể 2- Bao gồm bữa sáng,shared_room,,,False,,/ đêm,9,,,,True,,True,,True,False,False,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,
29429995,https://www.airbnb.com.vn/rooms/29429995,Yên Minh,9,23.118078231811523,105.14159393310547,REGULAR,,"nhà có  nhìn ra đồi núi, phong cảnh thiên nhiên",private_room,,,False,,/ đêm,3,,,,True,,True,,,False,False,,True,True,True,"4,25",4,399.412,₫399.412,,,True,,,,,True,,,,,,,True,,,,,,,,
839374466763048719,https://www.airbnb.com.vn/rooms/839374466763048719,Đồng Văn,7,23.27704,105.36214,REGULAR,,Phòng Giường Đôi Ngoài Ban Công,private_room,,,False,,/ đêm,2,,True,,True,,True,,True,False,False,,True,,,,,456.471,₫456.471,True,,True,,,,,,,,,,,,,,,,,,,,
762578266711982104,https://www.airbnb.com.vn/rooms/762578266711982104,Bảo Yên,16,22.340984085185173,104.4967269694641,REGULAR,,Bungalow nhà nghỉ sinh thái Cinnamon 3,entire_home,,,False,,/ đêm,2,,,,True,,True,,,False,False,True,,True,,,,1.139,₫1.139.012,,,,,,,,,,,,,,,,,,,,,,,
40164660,https://www.airbnb.com.vn/rooms/40164660,Thành phố Hà Giang,27,22.83655,104.97947,REGULAR,,"quang cảnh nhà, núi và làng h 'mong ở Đồng Văn",private_room,False,False,False,,/ đêm,2,,,,True,True,True,,,,,True,True,True,,,,,,,,,,False,,True,,,,,,,,,,,True,,,,,
621473954602164154,https://www.airbnb.com.vn/rooms/621473954602164154,Thành phố Hà Giang,30,22.8435,105.00984,REGULAR,,❤ Playful villa with swimming pool,shared_room,,,False,,/ đêm,16,,,True,True,,True,,True,,,True,,True,,,,285.294,₫285.294,,,True,,,,,,True,,,True,,,,,,,,,,,
703436104366860713,https://www.airbnb.com.vn/rooms/703436104366860713,Bảo Yên,17,22.34171244350373,104.49503805488348,REGULAR,,Phòng sinh thái quế,private_room,,,False,,/ đêm,2,,,,True,,True,,,False,False,,,,,,,401.495,₫401.495,,,True,,,,,,,True,,,,,,,,,,,,,
38631586,https://www.airbnb.com.vn/rooms/38631586,Lũng Cú,30,23.36138,105.31358,REGULAR,,Dong Van * Lô Lô Chーi Village * 4Pax * BathR Private,private_room,,,False,,/ đêm,6,,,,True,,True,,,False,False,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,
627046138625236455,https://www.airbnb.com.vn/rooms/627046138625236455,tt. Đồng Văn,5,23.28063,105.36402,REGULAR,,Phòng Superior Double-2pax,private_room,,,False,,/ đêm,2,,,,True,True,True,True,True,False,False,True,,True,True,,,627.647,₫627.647,,,,,,,,,,,,,,,,,,,,,,,
854823115377227076,https://www.airbnb.com.vn/rooms/854823115377227076,Thượng Lâm,30,22.47205,105.33691,REGULAR,,Trải nghiệm gia đình bộ lạc Tây & chèo thuyền kayak,shared_room,,,False,,/ đêm,9,,,,True,True,True,,,False,False,True,,,,,,382.319,₫382.319,True,True,,,,,,,True,,,,,,,,,,,,,,
45909906,https://www.airbnb.com.vn/rooms/45909906,Thành phố Hà Giang,6,22.662,105.05124,REGULAR,,Chỗ ở đáng yêu có ăn sáng và quang cảnh đẹp,private_room,,,False,,/ đêm,2,,,True,True,,True,,,False,False,True,,True,,,,399.412,₫399.412,,,,,,,,,,True,,,,,,,,,,,,,
39662775,https://www.airbnb.com.vn/rooms/39662775,Thành phố Hà Giang,3,22.82995,104.98314,REGULAR,,KHÁCH SẠN GIÁ RẺ KHÁM PHÁ HÀ GIANG,private_room,,,False,,/ đêm,6,,,,True,True,True,True,,False,False,True,True,True,True,,,264.876,₫264.876,,,,,,,,,,,,,,,,,,,,,,,
36853853,https://www.airbnb.com.vn/rooms/36853853,Hà Giang,24,22.85424,105.01333,REGULAR,,Bungalow Double room - Green Hill Hostel,private_room,,,False,,/ đêm,2,,,,True,,True,,,,False,True,True,,,,,374.710,₫374.710,,True,True,,,True,True,,,,,,,,,,,,,,,,
47859632,https://www.airbnb.com.vn/rooms/47859632,Hoàng Su Phì,30,22.56327,104.72359,REGULAR,,"Hoàng Su Phì Bungalow có phòng riêng, có cảnh đẹp",private_room,,,False,,/ đêm,15,,,,True,True,True,,,False,False,True,,True,True,,,570.589,₫570.589,,,,,,,,,True,,,,,,True,,,,,,,,
568994085735389878,https://www.airbnb.com.vn/rooms/568994085735389878,Thành phố Hà Giang,5,22.829269,104.98381,REGULAR,,Phòng đôi - Yên Bái Luxury Hotel ****,private_room,,,False,,/ đêm,2,,True,,True,True,True,,True,,,,True,,,,,1.215,₫1.215.354,True,,True,,,,,,True,,,,,,,,,,,,,,
25881309,https://www.airbnb.com.vn/rooms/25881309,Thành phố Hà Giang,29,22.8406,104.98092,REGULAR,,Thu Thu homestay Ha Giang,private_room,False,True,False,,/ đêm,8,,,,True,,True,True,,False,False,True,True,,,"4,0",4,267.650,₫267.650,,,True,5,False,,,True,,,,,,,,,,,,,,,
624439382040737458,https://www.airbnb.com.vn/rooms/624439382040737458,Đồng Văn,19,23.29269,105.37215,REGULAR,,Nhà sàn bên vách đá có lò sưởi trong nhà,private_room,,,False,,/ đêm,16,,,,True,True,True,True,True,False,False,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
627042180541570689,https://www.airbnb.com.vn/rooms/627042180541570689,tt. Đồng Văn,7,23.2815,105.36291,REGULAR,,Phòng Deluxe Triple-3pax,private_room,,,False,,/ đêm,3,,True,,True,True,True,True,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
835455978552213762,https://www.airbnb.com.vn/rooms/835455978552213762,Thành phố Hà Giang,11,22.8412179,104.9989573,REGULAR,,-20% Ideal Rom 4 People/2beds #Center+FREE Parking,private_room,,,False,,/ đêm,4,,,,True,True,True,,,False,False,,True,True,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,
672649025318482207,https://www.airbnb.com.vn/rooms/672649025318482207,Thông Nguyên,13,22.58974390510777,104.71711685813825,REGULAR,,"Hoang Su Phi Homestay, Bungalow Nằm giữa cánh đồng",private_room,False,False,False,,/ đêm,4,,,,True,True,True,,True,False,False,True,,True,,,,684.706,₫684.706,,True,,,False,,,,,,,,,,,,,,,,,,
45930654,https://www.airbnb.com.vn/rooms/45930654,Bắc Quang,16,22.41599,104.80571,REGULAR,,Nhà/phòng cho thuê của bạn ở,entire_home,,,False,,/ đêm,16,,,,True,True,True,,True,False,False,True,True,True,,,,285.294,₫285.294,,,,,,,,,True,,,,,,,,,,,,,,
772117135686863334,https://www.airbnb.com.vn/rooms/772117135686863334,Bản Luốc,30,22.6804399,104.6762738,REGULAR,,Nậm Lỳ Retreat 2- Breakfast including,private_room,False,True,False,,/ đêm,2,True,,,True,,True,,True,False,False,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
874351295855328577,https://www.airbnb.com.vn/rooms/874351295855328577,Thành phố Hà Giang,30,22.8160235,104.980426,REGULAR,,Su's Villa-BT nguyên căn duy nhất tại TP. Hà Giang,entire_home,,,False,,/ đêm,14,,,True,True,True,True,,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,
777395304523829749,https://www.airbnb.com.vn/rooms/777395304523829749,Thành phố Hà Giang,8,22.801537435104706,104.97835544443517,REGULAR,,Làng trong rừng,private_room,False,True,False,,/ đêm,2,True,True,True,True,True,True,True,True,,,True,,,,,,545.333,₫545.333,,True,,,,,,,,,,,,,,,,,,,,,
45172961,https://www.airbnb.com.vn/rooms/45172961,tt. Đồng Văn,7,23.27839,105.36359,REGULAR,,Phòng đôi có phòng tắm riêng,private_room,False,True,False,,/ đêm,2,True,,,True,,True,,,False,False,,,,,,1,684.706,₫684.706,,,True,3,,True,,,,,,,,,,,,,,,,,
628690438284523075,https://www.airbnb.com.vn/rooms/628690438284523075,Thành phố Hà Giang,17,22.81963,104.98572,REGULAR,,Khách sạn giá rẻ - cho thuê xe máy - tour giá rẻ - cà phê,shared_room,,,False,,/ đêm,8,,,,True,True,True,,True,False,False,,,,,,,268.177,₫268.177,,,True,,,True,,,,,,,,True,,,,,,,,,
34869854,https://www.airbnb.com.vn/rooms/34869854,Quản Bạ District,27,23.04334,105.01628,REGULAR,,Hồng Thu Homestay Quản Bạ Hà Giang,shared_room,,,False,,/ đêm,4,,,True,True,True,True,True,,False,False,True,True,,,,,381.153,₫381.153,,,,,,,,,,,,True,,,,,,,,,,,
556009963473560604,https://www.airbnb.com.vn/rooms/556009963473560604,Quản Bạ,21,23.04351,105.01603,REGULAR,,1 phòng đôi tại DAO LODGE - Nhà cánh én,private_room,False,False,False,,/ đêm,2,True,,True,True,True,True,,True,False,False,,,,,,,981.412,₫981.412,True,,,,,,,,,,,,,,True,,,,,,,,
690809870059300051,https://www.airbnb.com.vn/rooms/690809870059300051,Thành phố Hà Giang,7,22.77621,104.9692,REGULAR,,Chỗ ở đẹp có hồ bơi,private_room,,,False,,/ đêm,2,,,,True,True,True,,True,False,False,,True,,,,,570.589,₫570.589,,,True,,,,,,True,True,,,,,,,,,,,,,
18757042,https://www.airbnb.com.vn/rooms/18757042,Thành phố Hà Giang,9,22.80537,104.97846,REGULAR,,Ký túc xá QT Hà Giang ~ Bữa sáng & bữa tối tùy chọn,private_room,,,False,,/ đêm,16,,,,True,,True,,,False,False,,True,True,,,,257.632,₫257.632,,,True,,,True,True,,,,,,,,,,,,,,,,
714777952881478146,https://www.airbnb.com.vn/rooms/714777952881478146,Quản Bạ,24,23.0429115,105.0169067,REGULAR,,Mun homestay - Bungalow,private_room,False,True,False,,/ đêm,8,,,True,True,True,True,,,False,False,True,,True,,,,661.883,₫661.883,True,,,,False,,,,,,,,,,,,,,,,,,
725768768777500771,https://www.airbnb.com.vn/rooms/725768768777500771,Thành phố Hà Giang,8,22.8219,104.98579,REGULAR,,Khách sạn giá rẻ dành cho những người yêu thích xe đạp tại Hà Giang - Bắc Việt Nam,shared_room,,,False,,/ đêm,10,,,,True,True,True,,True,False,False,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
771594476031769057,https://www.airbnb.com.vn/rooms/771594476031769057,Bản Luốc,30,22.680887721891366,104.675033390522,REGULAR,,Nername Lashboard Retreat 1- bao gồm bữa sáng,private_room,False,True,False,,/ đêm,2,True,,True,True,,True,,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
41190050,https://www.airbnb.com.vn/rooms/41190050,Lung Cu ,30,23.36155,105.31231,REGULAR,,Đồng Văn*Lo Lo Lo Chai*The Lover*Private R*Share WC,private_room,,,False,,/ đêm,2,,,,True,,True,,True,False,False,,,,,,,670.472,₫670.472,True,,,,,True,,,,,,,True,,,,,,True,,,,
777392741235728934,https://www.airbnb.com.vn/rooms/777392741235728934,Bắc Quang,30,22.26075,104.89425,REGULAR,,Nông trại xanh,entire_home,,,False,,/ đêm,6,,,True,True,True,True,,True,False,False,True,,,,,,342.353,₫342.353,True,True,,,,,,,,,,,,,,,,,,,,,
626554835944174832,https://www.airbnb.com.vn/rooms/626554835944174832,Đồng Văn,19,23.29222,105.37285,REGULAR,,Phòng gia đình - 4pax,private_room,,,False,,/ đêm,4,,,,True,True,True,True,True,False,False,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
31173885,https://www.airbnb.com.vn/rooms/31173885,Thành phố Hà Giang,15,22.81308,104.98773,REGULAR,,Phòng riêng trong Sống cùng gia đình bản xứ Quảng Bà địa phương,private_room,False,False,False,,/ đêm,2,,,,True,,True,True,,False,False,,,,,,,285.294,₫285.294,,,,,False,,,,,,,,,True,,,,,,,,,
794633726931246391,https://www.airbnb.com.vn/rooms/794633726931246391,Thành phố Hà Giang,7,22.83787,104.9803,REGULAR,,Changi homestay,shared_room,,,False,,/ đêm,16,,,,True,True,True,,,False,False,True,True,True,,,,285.294,₫285.294,,,True,,,,,,,,,,,,,,,,,,,,
879377687780504532,https://www.airbnb.com.vn/rooms/879377687780504532,Na Hang,12,22.36336,105.39244,REGULAR,,Phòng riêng ở trung tâm Na Hang,private_room,,,False,,/ đêm,16,,,,True,True,True,,True,False,False,True,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,
43814698,https://www.airbnb.com.vn/rooms/43814698,Đồng Văn,12,23.27959,105.35741,REGULAR,,"Triệu Nghị homestay, tại Phố Cổ, Đồng Văn",private_room,False,True,False,,/ đêm,16,,,,True,True,,True,,False,False,,True,,,"3,0",3,424.440,₫424.440,,,True,3,False,True,,True,,,,,,,,,,,,,,,
20987188,https://www.airbnb.com.vn/rooms/20987188,Meo Vac,25,23.32667,105.34822,REGULAR,,Bungalow H 'mong ở Meo Vac Hà Giang,private_room,False,False,False,,/ đêm,16,,,,True,,True,True,,False,False,True,True,True,,"3,78",9,401.503,₫401.503,,,True,6,False,,,,,,,,,,,,,,,,,,
839312286866811054,https://www.airbnb.com.vn/rooms/839312286866811054,Đồng Văn,5,23.27659,105.36178,REGULAR,,Phòng Giường Đôi,private_room,,,False,,/ đêm,2,,,,True,,True,,True,False,False,,True,,,,,433.647,₫433.647,,,True,,,,,,,,,,,,,,,,,,,,
26064210,https://www.airbnb.com.vn/rooms/26064210,Hà Giang,13,22.8254,104.98043,REGULAR,,My house is your house!,shared_room,,,False,,/ đêm,10,,,,True,,True,True,,False,False,True,True,,,,,267.656,₫267.656,,,True,,,True,,,True,,,,,,,,,,,,,,
42695334,https://www.airbnb.com.vn/rooms/42695334,Mèo Vạc District,11,23.16713,105.41164,REGULAR,,Sống cùng gia đình bản xứ ở Thung lũng Meo Vac,private_room,,,False,,/ đêm,2,,,,True,,True,True,,,,True,True,True,True,,,,,,,True,,,True,,True,,,,,,,,,,,,,,,
627054977167433202,https://www.airbnb.com.vn/rooms/627054977167433202,tt. Đồng Văn,7,23.27756,105.36184,REGULAR,,Phòng ngủ tập thể 6 khách,shared_room,,,False,,/ đêm,6,,True,,True,True,True,True,True,False,False,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
