room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_VIEW_MOUNTAIN,SYSTEM_VIEW_OCEAN,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_PATIO_BALCONY,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_WORKSPACE,SYSTEM_SNOWFLAKE,price,price_full,SYSTEM_COOKING_BASICS,SYSTEM_WASHER,SYSTEM_TV,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_LUGGAGE_DROP,SYSTEM_PETS,SYSTEM_SMOKING_ALLOWED,SYSTEM_CALENDAR,SYSTEM_HAIRDRYER,SYSTEM_REFRIGERATOR,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,reviewCount,yearHosting,SYSTEM_FIREPLACE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_FIREPIT,rating,SYSTEM_HIGH_CHAIR,SYSTEM_DRYER,SYSTEM_BREAKFAST,SYSTEM_EV_CHARGER
888000444364901219,https://www.airbnb.com.vn/rooms/888000444364901219,Tram Tau,23,21.44571455654174,104.3960024213593,REGULAR,,Pool Dorm phòng ngủ tập thể,shared_room,False,,/ đêm,16.0,True,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883740609869852446,https://www.airbnb.com.vn/rooms/883740609869852446,Thành phố Yên Bái,5,21.69310755591489,104.86738461534425,REGULAR,,Family Room,private_room,False,,/ đêm,4.0,,,True,True,,,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
801849675802022566,https://www.airbnb.com.vn/rooms/801849675802022566,Thành phố Sơn La,10,21.2922315,103.9563829,REGULAR,,"Phòng trọ tập thể (1,2 m x 2 m)/giường có giường tầng",shared_room,False,,/ đêm,1.0,True,,True,True,,,True,False,False,True,,268.177,₫268.177,True,True,,,,,,,,,,,,,,,,,,,,,,,
888807169697772883,https://www.airbnb.com.vn/rooms/888807169697772883,Thành phố Yên Bái,8,21.7763774,104.920076,REGULAR,,Mountain Breath Retreat Homestay,private_room,False,,/ đêm,2.0,,True,True,True,,,True,False,False,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
873618791512279959,https://www.airbnb.com.vn/rooms/873618791512279959,Mộc Châu,24,20.817,104.68584,REGULAR,,Chốn yên bình dưới đồi chè,private_room,False,,/ đêm,16.0,,,True,True,,True,True,False,False,True,,,,True,,,False,True,True,True,,,,,,,,,,,,,,,,,,
642421621683881752,https://www.airbnb.com.vn/rooms/642421621683881752,Thành phố Yên Bái,14,21.77638,104.92008,REGULAR,,Homestay Am Núi Thở,private_room,False,,/ đêm,8.0,,True,True,True,,,True,False,False,True,,,,,,,False,False,True,True,,,,,,,,,,,,,,,,,,
739363725396857060,https://www.airbnb.com.vn/rooms/739363725396857060,Tà Xùa,20,21.27828,104.46736,REGULAR,,Ta Xua Ecolodge - Nhà sàn cộng đồng,shared_room,False,,/ đêm,1.0,True,,True,True,True,,True,False,False,,,313.824,₫313.824,,,,,,,True,True,,,,,,,,,,,,,,,,,
38525771,https://www.airbnb.com.vn/rooms/38525771,La Pán Tẩn,30,21.77096,104.16524,REGULAR,,Sống cùng gia đình bản xứ 1,private_room,False,,/ đêm,2.0,,,True,True,,,,False,False,,,268.177,₫268.177,True,,,False,False,True,,,True,True,True,,,,,,,,,,,,,,
842997999412832740,https://www.airbnb.com.vn/rooms/842997999412832740,Sơn La,15,20.817407374638886,104.69446515914238,REGULAR,,Nhà Nghỉ Thanh Trà Môc Châu,entire_home,False,,/ đêm,16.0,,,True,True,,True,True,False,False,True,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,
732594749268796633,https://www.airbnb.com.vn/rooms/732594749268796633,Thị xã Nghĩa Lộ,30,21.624284788481827,104.57902806346281,REGULAR,,Homestay Suối Giàng View núi - Yenhome 02,shared_room,False,,/ đêm,2.0,True,,True,True,,,True,False,,True,,272.499,₫272.499,True,,True,,,,True,,True,,,,,,,,,,,,,,,,
42198633,https://www.airbnb.com.vn/rooms/42198633,Mộc Châu,30,20.827,104.68678,REGULAR,,Nhà nghỉ thôn dã Mộc Châu - Phòng đôi,private_room,False,,/ đêm,3.0,,,True,True,,,True,False,False,,,456.471,₫456.471,True,,True,,,,,,,True,,True,,,,,,,,,,,,,
35202796,https://www.airbnb.com.vn/rooms/35202796,Mù Cang Chải,30,21.84409,104.09412,REGULAR,,Ngọc Thủy Homestay Mù Cang Chải,shared_room,False,,/ đêm,10.0,,,True,True,,True,,False,False,,,319.530,₫319.530,True,True,,,,,,,True,,,True,True,,,,,,,,,,,,
690917956684089441,https://www.airbnb.com.vn/rooms/690917956684089441,Púng Luông,13,21.7502916,104.204716,REGULAR,,"Chỗ ở nằm trên ngọn đồi, núi non xung quanh",private_room,False,,/ đêm,8.0,,,True,True,,,,False,False,True,,456.471,₫456.471,True,True,,,,,True,,,,,,,True,True,,,,,,,,,,
35526233,https://www.airbnb.com.vn/rooms/35526233,Yên Bái,30,21.80067,104.16238,REGULAR,,Sống cùng gia đình bản xứ - Phòng 2,private_room,False,,/ đêm,2.0,,,,True,,,,False,False,,,268.177,₫268.177,True,,,False,False,,True,True,True,True,,,,,,1,5,True,False,,,,,,
765400097551536440,https://www.airbnb.com.vn/rooms/765400097551536440,Phiêng Luông,14,20.83776,104.66574,REGULAR,,Chỗ nghỉ trong phòng tập thể,shared_room,False,,/ đêm,10.0,,True,True,True,,,True,False,False,,,255.198,₫255.198,,,,,,,,,,,,,,,,,,,,True,,,,,
43564496,https://www.airbnb.com.vn/rooms/43564496,Mai Hịch,15,20.61068,104.9978,REGULAR,,Trang trại Fullzoom Mai Châu,shared_room,False,,/ đêm,2.0,,,True,True,True,,,False,False,,,267.664,₫267.664,True,,,,,,,,True,True,,,,,,,,,,,,,,,
768486939716695553,https://www.airbnb.com.vn/rooms/768486939716695553,Thị xã Nghĩa Lộ,7,21.61438,104.51286,REGULAR,,homestay tuấn bảy,entire_home,False,,/ đêm,16.0,,,True,True,,,,False,False,True,,,,True,True,,,,,,,True,,,True,,,,,,,,,,,,,
646968701864876168,https://www.airbnb.com.vn/rooms/646968701864876168,Mù Cang Chải,24,21.8528313,104.0836104,REGULAR,,"Chỗ ở là ngôi nhà đẹp, rộng và sạch sẽ",private_room,False,,/ đêm,16.0,,,True,True,,,,False,False,,,399.412,₫399.412,True,True,,,,,,,,,,,,,,,,,,,,,,,
38463274,https://www.airbnb.com.vn/rooms/38463274,La Pán Tẩn,30,21.80034,104.16266,REGULAR,,Sống cùng gia đình bản xứ - Phòng 3,private_room,False,,/ đêm,2.0,,,,True,,,,False,False,,,268.177,₫268.177,True,,,False,False,,,,True,True,,,,,,5,5,True,False,,"5,0",,,,
23843779,https://www.airbnb.com.vn/rooms/23843779,,30,21.79975,104.16288,REGULAR,,sống cùng người bản xứ,private_room,False,,/ đêm,2.0,,,,True,,,,False,False,,,268.177,₫268.177,True,,,False,False,,True,True,True,True,,,,,,1,5,True,False,,,,,,
52769310,https://www.airbnb.com.vn/rooms/52769310,Mù Cang Chải District,30,21.75037,104.17774,REGULAR,,- Chỗ ở nằm trên một ngọn đồi với núi non hùng vĩ,private_room,False,,/ đêm,16.0,,,True,True,,True,,False,False,True,,456.471,₫456.471,True,True,,,,,True,,,,,,,,,,,True,,,,,,,
15304240,https://www.airbnb.com.vn/rooms/15304240,tx. Nghĩa Lộ,30,21.61151,104.50606,REGULAR,,Homestay Nghĩa Lộ,shared_room,False,,/ đêm,16.0,,True,True,True,True,,,False,False,True,,,,True,,True,,,,,,True,,,,,,,3,,,,,"3,33",,,,
38628604,https://www.airbnb.com.vn/rooms/38628604,Mù Cang Chải,30,21.76889,104.16537,REGULAR,,Sống cùng gia đình bản xứ 1 - 4 phòng tầng,private_room,False,,/ đêm,4.0,,,True,True,,,,False,False,,,,,True,,,False,False,True,,,True,,,,True,,,1,5,True,,,,True,,,
814634240282538541,https://www.airbnb.com.vn/rooms/814634240282538541,Thị xã Nghĩa Lộ,9,21.62295712231023,104.51635792851448,REGULAR,,homestay tuấnbảy bên suối thia,entire_home,False,,/ đêm,13.0,,True,True,True,,,True,False,False,True,,273.882,₫273.882,True,True,True,,,,,,,,,,,,,,,,,,,,,,
26476159,https://www.airbnb.com.vn/rooms/26476159,Yên Bình,10,21.8271,105.01234,REGULAR,,Gia đi ̀ nh Vu ̃ Linh-Gia đi ̀ nh,hotel_room,False,,/ đêm,2.0,,,True,True,True,,,,,,True,456.471,₫456.471,,,,,,,,,,,,True,,,,,,True,,,,,,,
631113350030415561,https://www.airbnb.com.vn/rooms/631113350030415561,,30,21.622234,104.599266,REGULAR,,Homestay núi Suối Giàng cao 1000m - YenHome01,shared_room,False,,/ đêm,2.0,True,,True,True,,,True,False,,True,,272.499,₫272.499,True,,True,,,,True,,True,,,,,,,,,,,,,,,,
43436655,https://www.airbnb.com.vn/rooms/43436655,,30,20.69046,105.00984,REGULAR,,"Mai Chau Eco Homestay - Phòng family, village view",private_room,False,,/ đêm,2.0,,,True,True,,,,,False,,True,,,,True,True,False,True,True,,,,,,True,,,True,,,,,,,,True,,
593159736247356707,https://www.airbnb.com.vn/rooms/593159736247356707,Nghĩa Lộ,5,21.62003,104.51583,REGULAR,,Hometay tuấn tú dịch vụ du lich cộng đồng,entire_home,False,,/ đêm,16.0,,,True,,,,,False,False,True,,263.150,₫263.150,True,True,True,,,,,,True,,,True,,,,,,,,,,,,,
42870500,https://www.airbnb.com.vn/rooms/42870500,Tà Xùa,1,21.27883,104.46651,REGULAR,,hshshs,entire_home,False,,/ đêm,16.0,,,True,True,,,True,False,False,,,285.294,₫285.294,True,True,True,,,,,,True,,,,,,,,,,,,,,True,,
825831251224318852,https://www.airbnb.com.vn/rooms/825831251224318852,Yên Bái,26,21.47761,104.8485,REGULAR,,Homestay Hào Bà,shared_room,False,,/ đêm,10.0,,True,True,True,,,,False,False,True,,,,True,,True,,,,,,True,,,,,,,,,True,,,,,,,
