room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_FLOWER,SYSTEM_VIEW_CITY,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_DRYER,SYSTEM_EV_CHARGER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_POOL,SYSTEM_JACUZZI,SYSTEM_PETS,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,SYSTEM_HAIRDRYER,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_BATHTUB,SYSTEM_LUGGAGE_DROP,SYSTEM_REFRIGERATOR,SYSTEM_MICROWAVE,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_CALENDAR,SYSTEM_PATIO_BALCONY,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_GOLF,SYSTEM_BREAKFAST,SYSTEM_HIGH_CHAIR,SYSTEM_FIREPLACE,SYSTEM_SAUNA,SYSTEM_GYM,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_PIANO,SYSTEM_MAPS_RESORT,SYSTEM_TOYS
716223014002779555,https://www.airbnb.com.vn/rooms/716223014002779555,"4,81",Hanam-si,30,37.564531,127.190534,REGULAR,,“Botanica Lab_Missa Lake View” # Misa Station 3 phút # Park view # Phòng rộng rãi # Phòng sạch sẽ # Cửa hàng boutique tự nhiên,entire_home,69,False,,/ đêm,1.507,₫1.507.858,2,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584947742304466342,https://www.airbnb.com.vn/rooms/584947742304466342,"4,7",Hanam-si,30,37.56777,127.18866,REGULAR,,Studio với tầm nhìn tuyệt vời và đầy đủ tiện nghi,entire_home,27,False,,/ đêm,974.104,₫974.104,2,,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670410557407886135,https://www.airbnb.com.vn/rooms/670410557407886135,"4,98",Hanam-si,30,37.54,127.21465,REGULAR,,"Cách 'Bipo Sunset' 3 phút đi bộ 
# Hillstate Misa Station
# Instagrammable # Cozy # Thời gian lưu trú dài hạn tốt nhất",entire_home,57,False,,/ đêm,1.352,₫1.352.344,4,,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711927755541615487,https://www.airbnb.com.vn/rooms/711927755541615487,"4,97",Hanam-si,30,37.49106,127.23533,REGULAR,,[Nhóm một ngày trong nhà riêng] Một buổi dã ngoại không chỉ là nơi ở.,entire_home,36,False,,/ đêm,3.691,₫3.691.517,6,True,,,True,True,True,,,,,True,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
852673699088295122,https://www.airbnb.com.vn/rooms/852673699088295122,"5,0",Hanam-si,23,37.55219369359489,127.18713211709563,REGULAR,,# Không gian dự phòng [] # Bãi đỗ xe miễn phí # Netflix # thư giãn,entire_home,15,False,,/ đêm,1.515,₫1.515.740,2,,,True,True,True,True,True,True,True,True,True,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,
699568563271522937,https://www.airbnb.com.vn/rooms/699568563271522937,"4,93",Hanam-si,30,37.56123,127.19051,REGULAR,,"Maison_Chỗ đỗ xe miễn phí, giảm giá dài hạn, hướng nhìn ra công viên hồ cao tầng, dầm màn hình 120 inch, trạm Misa 2 phút, ghế cánh sang trọng, máy pha cà phê",entire_home,41,False,,/ đêm,1.400,₫1.400.401,3,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887384313106053837,https://www.airbnb.com.vn/rooms/887384313106053837,,Hanam-si,13,37.56441,127.20016,REGULAR,,#001_Gyeom’s Room #무료넷플릭스 #수변뷰 #마운틴뷰,entire_home,,False,,/ đêm,,,2,True,,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645925836619573348,https://www.airbnb.com.vn/rooms/645925836619573348,"4,85",Hanam-si,26,37.56235,127.19588,REGULAR,,# open # Misa Station 30 giây # ghế sofa ngả lưng # Netflix/Disney + nhà hàng # nghỉ ngơi ấm cúng,entire_home,39,False,,/ đêm,1.316,₫1.316.306,3,,True,,True,True,True,True,,True,True,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
50135959,https://www.airbnb.com.vn/rooms/50135959,"4,83","Pungsan-dong, Hanam-si",15,37.57606,127.18803,REGULAR,,"[Chào mừng chỗ ở dài hạn] @ Phòng riêng, nhà vệ sinh riêng # Công viên hoàn chỉnh tường",private_room,36,False,,/ đêm,714.854,₫714.854,1,,,,,True,True,True,True,True,True,True,,,,,,,,,,True,True,2,True,True,True,,,,,,,,,,,,,,,,,
864884219230107132,https://www.airbnb.com.vn/rooms/864884219230107132,"4,89",Hanam-si,30,37.56404,127.18934,REGULAR,,"[힐링 모먼트, 미사] 힐링되는 뷰와 내 집과 다른 편안함",entire_home,18,False,,/ đêm,1.472,₫1.472.480,2,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860709490643310265,https://www.airbnb.com.vn/rooms/860709490643310265,,Hanam-si,21,37.55967,127.19254,REGULAR,,[Chất lượng cao] 'Ichibang' Hanam # Chỗ ở theo phong cách Nhật Bản # Giảm giá lưu trú dài hạn,entire_home,,False,,/ đêm,,,2,,True,,True,True,True,,True,True,True,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,
693237440020439637,https://www.airbnb.com.vn/rooms/693237440020439637,"4,85",Hanam-si,14,37.565,127.18924,REGULAR,,미사역 도보3분 #캠핑테라스 #인스타감성숙소 #화이트시그널,entire_home,26,False,,/ đêm,1.752,₫1.752.337,2,,,True,True,True,True,True,True,True,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
889424231287464349,https://www.airbnb.com.vn/rooms/889424231287464349,,Hanam-si,10,37.550133566811425,127.19655141234398,REGULAR,,Entire 2 bedroom apartment,entire_home,,False,,/ đêm,1.806,₫1.806.952,4,,,,True,True,True,True,,,,True,,,True,,True,True,,False,,,,,,,,,,False,,,,,,,,,,,,,,
48388409,https://www.airbnb.com.vn/rooms/48388409,"4,87",Hanam-si,23,37.56345,127.19064,REGULAR,,"[하남미사역] Share APT. (집전체 아님, 자가격리 X)",private_room,15,False,,/ đêm,806.274,₫806.274,2,,True,,True,True,True,True,,True,,True,,,,,True,,True,,,False,True,5,True,,,,,,,,,,,,,,,,,,,
619898581812334146,https://www.airbnb.com.vn/rooms/619898581812334146,"4,91",Hanam-si,30,37.56374,127.19151,REGULAR,,'Bifo Sunrise' # Misa Station 2 phút đi bộ # Instagrammable # City Pop Night View # Cozy Long-Term lod Best,entire_home,78,False,,/ đêm,1.564,₫1.564.582,4,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54387979,https://www.airbnb.com.vn/rooms/54387979,"4,25",Hanam-si,30,37.56642,127.19043,REGULAR,,Nhà ga Misa luxurystudio14#panoramaview#3 phút미사역,entire_home,4,False,,/ đêm,1.032,₫1.032.270,4,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
44298361,https://www.airbnb.com.vn/rooms/44298361,"4,81",하남시,24,37.5503,127.1876,REGULAR,,@Netflix de Airbnb,entire_home,228,False,,/ đêm,1.287,₫1.287.462,2,,,True,True,True,True,True,True,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
856343918094351350,https://www.airbnb.com.vn/rooms/856343918094351350,"4,6",Hanam-si,27,37.5649273,127.1913036,REGULAR,,NEW오픈/미사역 도보 3분/조용하고 아늑한 HOME,entire_home,5,False,,/ đêm,1.263,₫1.263.298,2,,,,True,True,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842527174919491068,https://www.airbnb.com.vn/rooms/842527174919491068,"5,0",Hanam-si,30,37.56417936421993,127.1894874213336,REGULAR,,"casa_misa#B
미사역3분@호수공원뷰
스타필드10분@맛집천국
청결객실LG55스마트TV",entire_home,15,False,,/ đêm,1.918,₫1.918.129,2,True,,True,True,True,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45718972,https://www.airbnb.com.vn/rooms/45718972,"4,88",Hanam-si,21,37.56411,127.19202,REGULAR,,"Phòng tiết kiệm ★ riêng★ Hanam Misa, Căn hộ chung",private_room,26,False,,/ đêm,806.274,₫806.274,2,,,,True,True,,True,,True,True,True,True,,,,,,,,,False,True,5,True,True,True,,,,,,,,,,,,,,,,,
773590629712400411,https://www.airbnb.com.vn/rooms/773590629712400411,"4,93",Hanam-si,30,37.56284,127.19058,REGULAR,,Bí mật [Bãi đỗ xe miễn phí] [Giảm giá lưu trú dài hạn] Lake Park View/Smart Beam 120 inch/Ga Misa 2 phút/Ghế cánh sang trọng/Máy pha cà phê,entire_home,27,False,,/ đêm,1.728,₫1.728.763,3,True,,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727070099324575036,https://www.airbnb.com.vn/rooms/727070099324575036,,Hanam-si,8,37.53382065336099,127.2021220251918,REGULAR,,Thành phố Hanam (không phải Seoul) Một phòng,entire_home,,False,,/ đêm,600.668,₫600.668,2,,,,True,True,,,,True,,True,,,,,,,,False,True,,,,,,True,,True,False,True,,,,,,,,,,,,,
696678766502551658,https://www.airbnb.com.vn/rooms/696678766502551658,"4,83",Guri-si,16,37.59675,127.13805,REPRESENTATIVE,,구리시내에 위치한 신축 오픈 숙소의,private_room,144,False,,/ đêm,1.348,₫1.348.351,3,,,,True,True,,True,True,,True,True,,,,,,,True,,True,,,,,,,True,True,,,,,,,,,,,,,,,
51727315,https://www.airbnb.com.vn/rooms/51727315,"4,75","Hwado-eup, Namyangju-si",10,37.61927,127.34316,REGULAR,,Greening#2-3_River View,entire_home,106,False,,/ đêm,,,2,,,True,True,True,True,True,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
777041702943303921,https://www.airbnb.com.vn/rooms/777041702943303921,"4,92",Hanam-si,11,37.478,127.147,REGULAR,,스타필드 도보 10초. 청결과 고요함이 주는 편안함,entire_home,12,False,,/ đêm,1.165,₫1.165.358,2,,,,True,True,True,True,,True,True,True,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,
37274599,https://www.airbnb.com.vn/rooms/37274599,"4,65",Namyangju-si,8,37.61255,127.16408,REGULAR,,Không gian giải trí dành cho phụ nữ,private_room,20,False,,/ đêm,600.668,₫600.668,1,,,,True,True,,True,True,True,,,,True,,,True,,True,,,False,True,4,True,True,,,,,,,,,,,,,,,,,,
661680899053905889,https://www.airbnb.com.vn/rooms/661680899053905889,"4,83",Songpa-gu,15,37.53866,127.11785,REGULAR,,"Căn hộ cạnh sông Hàn, nơi có Lotte Tower City View đẹp",private_room,46,False,,/ đêm,720.800,₫720.800,1,,True,,True,True,True,,,True,,True,,,,,,,,False,,True,True,10,,True,,,,,,True,False,,,,,,,,,,,
37486027,https://www.airbnb.com.vn/rooms/37486027,"4,72",Hanam-si,30,37.51628,127.16421,REGULAR,,"자연향기: 서울경기에서 가장 가까운 전원 송파강동인접 넷플릭스 단독(바베큐,불멍)",entire_home,100,False,,/ đêm,1.858,₫1.858.093,4,True,,,True,True,True,True,,True,,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
777474826133687519,https://www.airbnb.com.vn/rooms/777474826133687519,"5,0",Hanam-si,30,37.47361512079067,127.154356496911,REGULAR,,"Sân golf, Nhà hiện đại Songpa Wirection! Tháp Lotte, Công viên Olympic, Lâu đài Namhansan, Thành phố Iryeong StarPil",private_room,3,False,,/ đêm,1.195,₫1.195.676,1,,,True,True,True,True,True,,,,True,,,True,,,,True,,,True,True,3,True,,,,,,,,,True,,,,,,,,,,
21429884,https://www.airbnb.com.vn/rooms/21429884,"4,88",Songpa-gu,20,37.47698,127.14397,REGULAR,,Nhà khách Wirye New City 2,private_room,49,False,,/ đêm,921.023,₫921.023,1,,,,,True,,,True,True,True,True,,,,,,,,,True,True,True,6,,,True,True,True,,,,False,,,,,,,,,,,
24263996,https://www.airbnb.com.vn/rooms/24263996,"4,87","Bangi-dong, Songpa-gu",30,37.51339,127.10824,REGULAR,,Phòng đôi mới được giải phóng ở Jamsil,private_room,165,False,,/ đêm,1.140,₫1.140.220,2,,True,,,True,True,,,True,True,,,,,,,,,False,True,True,True,7,True,True,True,,,,,,,,,,,,,,,,,
